2.877032144231821131e-02 4.921095789949545996e+00
3.053230275935404567e-02 5.094474734154751161e+00
3.239017979508566208e-02 5.273962126473301204e+00
3.434796846345909010e-02 5.459773178380405767e+00
3.640973537052871745e-02 5.652130683633761699e+00
3.857958605425457904e-02 5.851265285410799599e+00
4.086165195677530365e-02 6.057415752857697733e+00
4.326007611129386449e-02 6.270829267381707872e+00
4.577899753899342811e-02 6.491761719030018973e+00
4.842253436687008611e-02 6.720478013310632548e+00
5.119476569497068835e-02 6.957252388823049749e+00
5.409971226143844847e-02 7.202368746079653938e+00
5.714131597588889555e-02 7.456120987912088438e+00
6.032341841605281391e-02 7.718813371870686169e+00
6.364973840916657299e-02 7.990760875039617517e+00
6.712384884812626351e-02 8.272289571705128353e+00
7.074915292277518530e-02 8.563737024329629577e+00
7.452885997844546639e-02 8.865452688300582196e+00
7.846596124677482353e-02 9.177798330939355154e+00
8.256320572718606199e-02 9.501148465272509114e+00
8.682307653077923904e-02 9.835890799085674985e+00
9.124776803090905997e-02 1.018242669979827575e+01
9.583916419564578182e-02 1.054117167571673086e+01
1.005988185055676915e-01 1.091255587424303286e+01
1.055279358849497279e-01 1.129702459763602995e+01
1.106273570941324891e-01 1.169503883694398816e+01
1.158975460444535005e-01 1.210707582474848643e+01
1.213385805032559661e-01 1.253362960738247800e+01
1.269501466538087431e-01 1.297521163730865368e+01
1.327315379621215596e-01 1.343235138636822512e+01
1.386816587782712384e-01 1.390559698063568561e+01
1.447990330628496913e-01 1.439551585764059993e+01
1.510818185783391887e-01 1.490269544674439217e+01
1.575278268199236942e-01 1.542774387348813114e+01
1.641345488798788277e-01 1.597129068875569402e+01
1.708991873441316478e-01 1.653398762362661500e+01
1.778186942092463974e-01 1.711650937082383450e+01
1.848898146837368306e-01 1.771955439369309460e+01
1.921091366008650936e-01 1.834384576368420738e+01
1.994731450229593195e-01 1.899013202733836181e+01
2.069782814626482392e-01 1.965918810382069637e+01
2.146210069879412041e-01 2.035181621407474850e+01
2.223978683197578021e-01 2.106884684271260966e+01
2.303055658774862124e-01 2.181113973379408932e+01
2.383410225856743836e-01 2.257958492168916109e+01
2.465014521288931004e-01 2.337510379825920026e+01
2.547844252382892583e-01 2.419865021763720847e+01
2.631879325182552298e-01 2.505121163993132427e+01
2.717104422809529241e-01 2.593381031522290314e+01
2.803509518550897361e-01 2.684750450927911913e+01
2.891090308778466178e-01 2.779338977244954023e+01
2.979848551680500113e-01 2.877260025326814130e+01
3.069792299162030780e-01 2.978631005833600653e+01
3.160936011123233191e-01 3.083573466011481301e+01
3.253300543634490283e-01 3.192213235431966112e+01
3.346913005243734029e-01 3.304680576865843733e+01
3.441806478710067729e-01 3.421110342472645982e+01
3.538019608766574398e-01 3.541642135492975285e+01
3.635596059967934335e-01 3.666420477637527142e+01
3.734583852150481498e-01 3.795594982373521020e+01
3.835034584391905921e-01 3.929320534316341451e+01
3.937002561468072037e-01 4.067757474941426210e+01
4.040543839533551340e-01 4.211071794839146065e+01
4.145715209979313198e-01 4.359435332743172609e+01
4.252573142044502319e-01 4.513025981570925893e+01
4.361172705704102759e-01 4.672027901723235743e+01
4.471566496576900307e-01 4.836631741898908388e+01
4.583803584090969663e-01 5.007034867688985003e+01
4.697928502936563055e-01 5.183441598224799662e+01
4.813980305994484676e-01 5.366063451163526565e+01
4.931991694549239802e-01 5.555119396305043722e+01
5.051988238805553699e-01 5.750836118144162157e+01
5.173987698665026835e-01 5.953448287673017347e+01
5.297999451536852256e-01 6.163198843759553114e+01
5.424024030798753060e-01 6.380339284439475023e+01
5.552052775524970452e-01 6.605129968470933477e+01
5.682067589369408367e-01 6.837840427513509667e+01
5.814040804114357641e-01 7.078749689305813320e+01
5.947935141419794514e-01 7.328146612229218704e+01
6.083703764748212839e-01 7.586330231658877210e+01
6.221290412280061632e-01 7.853610118517272554e+01
6.360629600831130270e-01 8.130306750460256637e+01
6.501646890274881407e-01 8.416751896140641520e+01
6.644259197687359952e-01 8.713289013010086137e+01
6.788375150300066663e-01 9.020273659136225319e+01
6.933895466303380273e-01 9.338073919528858369e+01
7.080713352545159323e-01 9.667070847486370155e+01
7.228714908189888266e-01 1.000765892149158276e+02
7.377779523444316645e-01 1.036024651820483342e+02
7.527780262534736755e-01 1.072525640212144253e+02
7.678584220283078965e-01 1.110312623248070310e+02
7.830052841925174700e-01 1.149430908803416429e+02
7.982042196308131166e-01 1.189927401030243885e+02
8.134403193350917549e-01 1.231850656597187879e+02
8.286981737705424456e-01 1.275250942910552823e+02
8.439618811944865628e-01 1.320180298386640061e+02
8.592150484346868788e-01 1.366692594847574185e+02
8.744407838418317702e-01 1.414843602115444128e+02
8.896216823691428521e-01 1.464691054882214019e+02
9.047398029949144105e-01 1.516294721935580867e+02
9.197766389834770573e-01 1.569716477823777154e+02
9.347130817674990100e-01 1.625020377045253213e+02
9.495293795199629683e-01 1.682272730852195366e+02
9.642050917573812274e-01 1.741542186759971003e+02
9.787190415673401311e-01 1.802899810857827276e+02
9.930492672746621396e-01 1.866419173019541802e+02
1.007172975543788596e+00 1.932176435116199684e+02
1.021066498054879590e+00 2.000250442336866570e+02
1.034705253983294160e+00 2.070722817726640415e+02
1.048063720554241574e+00 2.143678060055453329e+02
1.061115413935487251e+00 2.219203645134966791e+02
1.073832882671612809e+00 2.297390130705039724e+02
1.086187715754884930e+00 2.378331265015530391e+02
1.098150567272863087e+00 2.462124099233627987e+02
1.109691199374388315e+00 2.548869103811498462e+02
1.120778545057287134e+00 2.638670288953766772e+02
1.131380792006780656e+00 2.731635329329283763e+02
1.141465488407605422e+00 2.827875693176703180e+02
1.150999671319626660e+00 2.927506775958685807e+02
1.159950017851235859e+00 3.030648038724980324e+02
1.168283018991963740e+00 3.137423151350271837e+02
1.175965175581061617e+00 3.247960140818557306e+02
1.182963215497630172e+00 3.362391544731846125e+02
1.189244330766022761e+00 3.480854570227247109e+02
1.194776432883210671e+00 3.603491258492982183e+02
1.199528424298021090e+00 3.730448655080583080e+02
1.203470483610749264e+00 3.861878986217506053e+02
1.206574361720175848e+00 3.997939841331547655e+02
1.208813685827545781e+00 4.138794362005913854e+02
1.210164267917013037e+00 4.284611437591511844e+02
1.210604414072324220e+00 4.435565907711014120e+02
1.210115230762552008e+00 4.591838771897511151e+02
1.208680924037800919e+00 4.753617406619082999e+02
1.206289087421137607e+00 4.921095789949546315e+02
1.202930974168243239e+00 5.094474734154745761e+02
1.198601749494320856e+00 5.273962126473295484e+02
1.193300718342606759e+00 5.459773178380405625e+02
1.187031524294806628e+00 5.652130683633762374e+02
1.179802315306500704e+00 5.851265285410800061e+02
1.171625872096018428e+00 6.057415752857698408e+02
1.162519695230058936e+00 6.270829267381708405e+02
1.152506047239970188e+00 6.491761719030020004e+02
1.141611946475266759e+00 6.720478013310626011e+02
1.129869109860868415e+00 6.957252388823042111e+02
1.117313842275329483e+00 7.202368746079653192e+02
1.103986870910517171e+00 7.456120987912088367e+02
1.089933123707792717e+00 7.718813371870686524e+02
1.075201451787391571e+00 7.990760875039616167e+02
1.059844296688860155e+00 8.272289571705126718e+02
1.043917304209470043e+00 8.563737024329630003e+02
1.027478887649335482e+00 8.865452688300573527e+02
1.010589744327210937e+00 9.177798330939345988e+02
9.933123302969518731e-01 9.501148465272510748e+02
9.757102992452050261e-01 9.835890799085674416e+02
9.578479125573090558e-01 1.018242669979827724e+03
9.397894284697634326e-01 1.054117167571673008e+03
9.215984790521087877e-01 1.091255587424303258e+03
9.033374444467341391e-01 1.129702459763603201e+03
8.850668343112375602e-01 1.169503883694397700e+03
8.668446867264436584e-01 1.210707582474847641e+03
8.487259949296046546e-01 1.253362960738247921e+03
8.307621720876887661e-01 1.297521163730865283e+03
8.130005639274209273e-01 1.343235138636822512e+03
7.954840183818825405e-01 1.390559698063568476e+03
7.782505205015669558e-01 1.439551585764060292e+03
7.613328997233388407e-01 1.490269544674439203e+03
7.447586152155145633e-01 1.542774387348811615e+03
7.285496234521291470e-01 1.597129068875567782e+03
7.127223304534155979e-01 1.653398762362661500e+03
6.972876293090957134e-01 1.711650937082383734e+03
6.822510217283638267e-01 1.771955439369309033e+03
6.676128204915745545e-01 1.834384576368420539e+03
6.533684278714469995e-01 1.899013202733836124e+03
6.395086834033946177e-01 1.965918810382069523e+03
6.260202728697856767e-01 2.035181621407472903e+03
6.128861890707092419e-01 2.106884684271258720e+03
6.000862339259156464e-01 2.181113973379409344e+03
5.875975507215815963e-01 2.257958492168916109e+03
5.753951749033703322e-01 2.337510379825920154e+03
5.634525917341610679e-01 2.419865021763720506e+03
5.517422893791297245e-01 2.505121163993132541e+03
5.402362965389859717e-01 2.593381031522290414e+03
5.289066945992083602e-01 2.684750450927909242e+03
