7.057091393041918514e-02 3.530231793764881498e+00
7.469084163086939232e-02 3.654608129306375908e+00
7.902167304135959691e-02 3.783366464032754450e+00
8.357151784542478368e-02 3.916661183557424319e+00
8.834855509851156918e-02 4.054652112773141859e+00
9.336100891626045173e-02 4.197504707487461850e+00
9.861712168862038497e-02 4.345390252809877119e+00
1.041251247487620518e-01 4.498486068528491089e+00
1.098932064409350040e-01 4.656975721722437456e+00
1.159294775496932939e-01 4.821049246865053206e+00
1.222419340743672034e-01 4.990903373681659261e+00
1.288384173575849168e-01 5.166741763035174628e+00
1.357265716052317994e-01 5.348775251122420471e+00
1.429137988677122717e-01 5.537222102273847035e+00
1.504072115888114014e-01 5.732308270659888905e+00
1.582135828690006407e-01 5.934267671217698492e+00
1.663392946346352319e-01 6.143342460123067283e+00
1.747902839530874608e-01 6.359783325143917310e+00
1.835719877862539151e-01 6.583849786223436418e+00
1.926892865307190117e-01 6.815810506653297018e+00
2.021464467516803643e-01 7.055943615210082065e+00
2.119470635788276713e-01 7.304537039641090246e+00
2.220940032950655396e-01 7.561888851899499109e+00
2.325893467119440616e-01 7.828307625542774595e+00
2.434343339879708745e-01 8.104112805722790469e+00
2.546293116059746287e-01 8.389635092211447542e+00
2.661736822817739045e-01 8.685216835920904543e+00
2.780658586267597543e-01 8.991212449393941597e+00
2.903032214294947178e-01 9.307988831756659920e+00
3.028820834540227325e-01 9.635925808642928914e+00
3.157976596728855334e-01 9.975416587618248343e+00
3.290440448585920108e-01 1.032686822964899065e+01
3.426141994462115203e-01 1.069070213718224949e+01
3.564999445495117270e-01 1.106735455942172486e+01
3.706919669618630175e-01 1.145727711540531324e+01
3.851798348988937915e-01 1.186093733551164142e+01
3.999520251414888650e-01 1.227881922204492327e+01
4.149959621140824617e-01 1.271142382957005879e+01
4.302980692840054355e-01 1.315926986569411028e+01
4.458438330931946969e-01 1.362289431301436871e+01
4.616178794348748116e-01 1.410285307297862900e+01
4.776040624668790868e-01 1.459972163242994014e+01
4.937855653127022348e-01 1.511409575363487434e+01
5.101450119450614551e-01 1.564659218862265178e+01
5.266645892792086725e-01 1.619784941869185602e+01
5.433261782302281073e-01 1.676852841997105514e+01
5.601114922164494025e-01 1.735931345595168551e+01
5.770022213273474643e-01 1.797091289794323288e+01
5.939801801267242665e-01 1.860406007443439336e+01
6.110274568392879413e-01 1.925951415037886960e+01
6.281265614795005225e-01 1.993806103745991010e+01
6.452605703347621402e-01 2.064051433642507050e+01
6.624132641191264881e-01 2.136771631262120508e+01
6.795692570765872187e-01 2.212053890589906757e+01
6.967141143416227811e-01 2.289988477609886885e+01
7.138344549645007087e-01 2.370668838537012135e+01
7.309180381835920226e-01 2.454191711862333136e+01
7.479538307782369611e-01 2.540657244345743138e+01
7.649320536625670020e-01 2.630169111095340639e+01
